id,title,make,model,variant,price,year,mileage,fuelType,transmission,distanceMiles,postcodeArea,source,dealerName,motExpiry,listedAt,valueScore,valueInsight,imageUrl,originalListingUrl
987,BMW 118i Sport #987,BMW,118i,Sport,15073,2023,52219,Hybrid,Automatic,11,SW17,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-08,96,£287 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/987
988,Toyota Yaris Hybrid #988,Toyota,Yaris,Hybrid,15452,2024,52356,Electric,Manual,18,SW18,eBay,Direct Autos,Dec 2026,2026-06-09,97,£288 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/988
989,Audi A3 TDI Sport #989,Audi,A3,TDI Sport,15831,2025,52493,Petrol,Automatic,25,SW19,Dealer Site,EV Specialists,Dec 2026,2026-06-10,55,£289 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/989
990,Nissan Leaf Tekna #990,Nissan,Leaf,Tekna,16210,2015,52630,Diesel,Manual,32,SW0,Local Garage,AutoMart London,Dec 2026,2026-06-11,56,£290 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/990
991,Honda Civic i-VTEC #991,Honda,Civic,i-VTEC,16589,2016,52767,Hybrid,Automatic,39,SW1,Partner Dealer,City Motors,Dec 2026,2026-06-12,57,£291 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/991
992,Mazda 3 SE-L #992,Mazda,3,SE-L,16968,2017,52904,Electric,Manual,46,SW2,eBay,Premium Cars Ltd,Dec 2026,2026-06-13,58,£292 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/992
993,Volkswagen Golf 1.5 TSI #993,Volkswagen,Golf,1.5 TSI,17347,2018,53041,Petrol,Automatic,53,SW3,Dealer Site,Green Drive Motors,Dec 2026,2026-06-14,59,£293 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/993
994,Ford Fiesta Titanium #994,Ford,Fiesta,Titanium,17726,2019,53178,Diesel,Manual,60,SW4,Local Garage,Direct Autos,Dec 2026,2026-06-15,60,£294 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/994
995,BMW 118i Sport #995,BMW,118i,Sport,18105,2020,53315,Hybrid,Automatic,67,SW5,Partner Dealer,EV Specialists,Dec 2026,2026-06-16,61,£295 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/995
996,Toyota Yaris Hybrid #996,Toyota,Yaris,Hybrid,18484,2021,53452,Electric,Manual,74,SW6,eBay,AutoMart London,Dec 2026,2026-06-17,62,£296 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/996
997,Audi A3 TDI Sport #997,Audi,A3,TDI Sport,18863,2022,53589,Petrol,Automatic,81,SW7,Dealer Site,City Motors,Dec 2026,2026-06-18,63,£297 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/997
998,Nissan Leaf Tekna #998,Nissan,Leaf,Tekna,19242,2023,53726,Diesel,Manual,88,SW8,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-19,64,£298 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/998
999,Honda Civic i-VTEC #999,Honda,Civic,i-VTEC,19621,2024,53863,Hybrid,Automatic,95,SW9,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-20,65,£299 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/999
1000,Mazda 3 SE-L #1000,Mazda,3,SE-L,20000,2025,54000,Electric,Manual,102,SW10,eBay,Direct Autos,Dec 2026,2026-06-21,66,£300 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/1000
1001,Volkswagen Golf 1.5 TSI #1001,Volkswagen,Golf,1.5 TSI,20379,2015,54137,Petrol,Automatic,109,SW11,Dealer Site,EV Specialists,Dec 2026,2026-06-22,67,£301 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/1001
1002,Ford Fiesta Titanium #1002,Ford,Fiesta,Titanium,20758,2016,54274,Diesel,Manual,116,SW12,Local Garage,AutoMart London,Dec 2026,2026-06-23,68,£302 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/1002
1003,BMW 118i Sport #1003,BMW,118i,Sport,21137,2017,54411,Hybrid,Automatic,123,SW13,Partner Dealer,City Motors,Dec 2026,2026-06-24,69,£303 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/1003
1004,Toyota Yaris Hybrid #1004,Toyota,Yaris,Hybrid,21516,2018,54548,Electric,Manual,130,SW14,eBay,Premium Cars Ltd,Dec 2026,2026-06-25,70,£304 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/1004
1005,Audi A3 TDI Sport #1005,Audi,A3,TDI Sport,21895,2019,54685,Petrol,Automatic,137,SW15,Dealer Site,Green Drive Motors,Dec 2026,2026-06-26,71,£305 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/1005
1006,Nissan Leaf Tekna #1006,Nissan,Leaf,Tekna,22274,2020,54822,Diesel,Manual,144,SW16,Local Garage,Direct Autos,Dec 2026,2026-06-27,72,£306 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/1006
1007,Honda Civic i-VTEC #1007,Honda,Civic,i-VTEC,22653,2021,54959,Hybrid,Automatic,151,SW17,Partner Dealer,EV Specialists,Dec 2026,2026-06-28,73,£307 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/1007
1008,Mazda 3 SE-L #1008,Mazda,3,SE-L,23032,2022,55096,Electric,Manual,8,SW18,eBay,AutoMart London,Dec 2026,2026-06-01,74,£308 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/1008
1009,Volkswagen Golf 1.5 TSI #1009,Volkswagen,Golf,1.5 TSI,23411,2023,55233,Petrol,Automatic,15,SW19,Dealer Site,City Motors,Dec 2026,2026-06-02,75,£309 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/1009
1010,Ford Fiesta Titanium #1010,Ford,Fiesta,Titanium,23790,2024,55370,Diesel,Manual,22,SW0,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-03,76,£310 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/1010
1011,BMW 118i Sport #1011,BMW,118i,Sport,24169,2025,55507,Hybrid,Automatic,29,SW1,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-04,77,£311 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/1011
1012,Toyota Yaris Hybrid #1012,Toyota,Yaris,Hybrid,24548,2015,55644,Electric,Manual,36,SW2,eBay,Direct Autos,Dec 2026,2026-06-05,78,£312 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/1012
1013,Audi A3 TDI Sport #1013,Audi,A3,TDI Sport,24927,2016,55781,Petrol,Automatic,43,SW3,Dealer Site,EV Specialists,Dec 2026,2026-06-06,79,£313 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/1013
1014,Nissan Leaf Tekna #1014,Nissan,Leaf,Tekna,25306,2017,55918,Diesel,Manual,50,SW4,Local Garage,AutoMart London,Dec 2026,2026-06-07,80,£314 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/1014
1015,Honda Civic i-VTEC #1015,Honda,Civic,i-VTEC,25685,2018,56055,Hybrid,Automatic,57,SW5,Partner Dealer,City Motors,Dec 2026,2026-06-08,81,£315 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/1015
1016,Mazda 3 SE-L #1016,Mazda,3,SE-L,26064,2019,56192,Electric,Manual,64,SW6,eBay,Premium Cars Ltd,Dec 2026,2026-06-09,82,£316 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/1016
1017,Volkswagen Golf 1.5 TSI #1017,Volkswagen,Golf,1.5 TSI,26443,2020,56329,Petrol,Automatic,71,SW7,Dealer Site,Green Drive Motors,Dec 2026,2026-06-10,83,£317 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/1017
1018,Ford Fiesta Titanium #1018,Ford,Fiesta,Titanium,26822,2021,56466,Diesel,Manual,78,SW8,Local Garage,Direct Autos,Dec 2026,2026-06-11,84,£318 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/1018
1019,BMW 118i Sport #1019,BMW,118i,Sport,27201,2022,56603,Hybrid,Automatic,85,SW9,Partner Dealer,EV Specialists,Dec 2026,2026-06-12,85,£319 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/1019
1020,Toyota Yaris Hybrid #1020,Toyota,Yaris,Hybrid,27580,2023,56740,Electric,Manual,92,SW10,eBay,AutoMart London,Dec 2026,2026-06-13,86,£320 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/1020
1021,Audi A3 TDI Sport #1021,Audi,A3,TDI Sport,27959,2024,56877,Petrol,Automatic,99,SW11,Dealer Site,City Motors,Dec 2026,2026-06-14,87,£321 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/1021
1022,Nissan Leaf Tekna #1022,Nissan,Leaf,Tekna,28338,2025,57014,Diesel,Manual,106,SW12,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-15,88,£322 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/1022
1023,Honda Civic i-VTEC #1023,Honda,Civic,i-VTEC,28717,2015,57151,Hybrid,Automatic,113,SW13,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-16,89,£323 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/1023
1024,Mazda 3 SE-L #1024,Mazda,3,SE-L,29096,2016,57288,Electric,Manual,120,SW14,eBay,Direct Autos,Dec 2026,2026-06-17,90,£324 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/1024
1025,Volkswagen Golf 1.5 TSI #1025,Volkswagen,Golf,1.5 TSI,29475,2017,57425,Petrol,Automatic,127,SW15,Dealer Site,EV Specialists,Dec 2026,2026-06-18,91,£325 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/1025
1026,Ford Fiesta Titanium #1026,Ford,Fiesta,Titanium,29854,2018,57562,Diesel,Manual,134,SW16,Local Garage,AutoMart London,Dec 2026,2026-06-19,92,£326 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/1026
1027,BMW 118i Sport #1027,BMW,118i,Sport,30233,2019,57699,Hybrid,Automatic,141,SW17,Partner Dealer,City Motors,Dec 2026,2026-06-20,93,£327 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/1027
1028,Toyota Yaris Hybrid #1028,Toyota,Yaris,Hybrid,30612,2020,57836,Electric,Manual,148,SW18,eBay,Premium Cars Ltd,Dec 2026,2026-06-21,94,£328 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/1028
1029,Audi A3 TDI Sport #1029,Audi,A3,TDI Sport,30991,2021,57973,Petrol,Automatic,5,SW19,Dealer Site,Green Drive Motors,Dec 2026,2026-06-22,95,£329 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/1029
1030,Nissan Leaf Tekna #1030,Nissan,Leaf,Tekna,5370,2022,58110,Diesel,Manual,12,SW0,Local Garage,Direct Autos,Dec 2026,2026-06-23,96,£330 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/1030
1031,Honda Civic i-VTEC #1031,Honda,Civic,i-VTEC,5749,2023,58247,Hybrid,Automatic,19,SW1,Partner Dealer,EV Specialists,Dec 2026,2026-06-24,97,£331 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/1031
1032,Mazda 3 SE-L #1032,Mazda,3,SE-L,6128,2024,58384,Electric,Manual,26,SW2,eBay,AutoMart London,Dec 2026,2026-06-25,55,£332 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/1032
1033,Volkswagen Golf 1.5 TSI #1033,Volkswagen,Golf,1.5 TSI,6507,2025,58521,Petrol,Automatic,33,SW3,Dealer Site,City Motors,Dec 2026,2026-06-26,56,£333 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/1033
1034,Ford Fiesta Titanium #1034,Ford,Fiesta,Titanium,6886,2015,58658,Diesel,Manual,40,SW4,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-27,57,£334 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/1034
1035,BMW 118i Sport #1035,BMW,118i,Sport,7265,2016,58795,Hybrid,Automatic,47,SW5,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-28,58,£335 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/1035
1036,Toyota Yaris Hybrid #1036,Toyota,Yaris,Hybrid,7644,2017,58932,Electric,Manual,54,SW6,eBay,Direct Autos,Dec 2026,2026-06-01,59,£336 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/1036
1037,Audi A3 TDI Sport #1037,Audi,A3,TDI Sport,8023,2018,59069,Petrol,Automatic,61,SW7,Dealer Site,EV Specialists,Dec 2026,2026-06-02,60,£337 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/1037
1038,Nissan Leaf Tekna #1038,Nissan,Leaf,Tekna,8402,2019,59206,Diesel,Manual,68,SW8,Local Garage,AutoMart London,Dec 2026,2026-06-03,61,£338 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/1038
1039,Honda Civic i-VTEC #1039,Honda,Civic,i-VTEC,8781,2020,59343,Hybrid,Automatic,75,SW9,Partner Dealer,City Motors,Dec 2026,2026-06-04,62,£339 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/1039
1040,Mazda 3 SE-L #1040,Mazda,3,SE-L,9160,2021,59480,Electric,Manual,82,SW10,eBay,Premium Cars Ltd,Dec 2026,2026-06-05,63,£340 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/1040
1041,Volkswagen Golf 1.5 TSI #1041,Volkswagen,Golf,1.5 TSI,9539,2022,59617,Petrol,Automatic,89,SW11,Dealer Site,Green Drive Motors,Dec 2026,2026-06-06,64,£341 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/1041
1042,Ford Fiesta Titanium #1042,Ford,Fiesta,Titanium,9918,2023,59754,Diesel,Manual,96,SW12,Local Garage,Direct Autos,Dec 2026,2026-06-07,65,£342 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/1042
1043,BMW 118i Sport #1043,BMW,118i,Sport,10297,2024,59891,Hybrid,Automatic,103,SW13,Partner Dealer,EV Specialists,Dec 2026,2026-06-08,66,£343 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/1043
1044,Toyota Yaris Hybrid #1044,Toyota,Yaris,Hybrid,10676,2025,60028,Electric,Manual,110,SW14,eBay,AutoMart London,Dec 2026,2026-06-09,67,£344 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/1044
1045,Audi A3 TDI Sport #1045,Audi,A3,TDI Sport,11055,2015,60165,Petrol,Automatic,117,SW15,Dealer Site,City Motors,Dec 2026,2026-06-10,68,£345 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/1045
1046,Nissan Leaf Tekna #1046,Nissan,Leaf,Tekna,11434,2016,60302,Diesel,Manual,124,SW16,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-11,69,£346 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/1046
1047,Honda Civic i-VTEC #1047,Honda,Civic,i-VTEC,11813,2017,60439,Hybrid,Automatic,131,SW17,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-12,70,£347 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/1047
1048,Mazda 3 SE-L #1048,Mazda,3,SE-L,12192,2018,60576,Electric,Manual,138,SW18,eBay,Direct Autos,Dec 2026,2026-06-13,71,£348 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/1048
1049,Volkswagen Golf 1.5 TSI #1049,Volkswagen,Golf,1.5 TSI,12571,2019,60713,Petrol,Automatic,145,SW19,Dealer Site,EV Specialists,Dec 2026,2026-06-14,72,£349 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/1049
1050,Ford Fiesta Titanium #1050,Ford,Fiesta,Titanium,12950,2020,60850,Diesel,Manual,2,SW0,Local Garage,AutoMart London,Dec 2026,2026-06-15,73,£350 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/1050
1051,BMW 118i Sport #1051,BMW,118i,Sport,13329,2021,60987,Hybrid,Automatic,9,SW1,Partner Dealer,City Motors,Dec 2026,2026-06-16,74,£351 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/1051
1052,Toyota Yaris Hybrid #1052,Toyota,Yaris,Hybrid,13708,2022,61124,Electric,Manual,16,SW2,eBay,Premium Cars Ltd,Dec 2026,2026-06-17,75,£352 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/1052
1053,Audi A3 TDI Sport #1053,Audi,A3,TDI Sport,14087,2023,61261,Petrol,Automatic,23,SW3,Dealer Site,Green Drive Motors,Dec 2026,2026-06-18,76,£353 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/1053
1054,Nissan Leaf Tekna #1054,Nissan,Leaf,Tekna,14466,2024,61398,Diesel,Manual,30,SW4,Local Garage,Direct Autos,Dec 2026,2026-06-19,77,£354 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/1054
1055,Honda Civic i-VTEC #1055,Honda,Civic,i-VTEC,14845,2025,61535,Hybrid,Automatic,37,SW5,Partner Dealer,EV Specialists,Dec 2026,2026-06-20,78,£355 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/1055
1056,Mazda 3 SE-L #1056,Mazda,3,SE-L,15224,2015,61672,Electric,Manual,44,SW6,eBay,AutoMart London,Dec 2026,2026-06-21,79,£356 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/1056
1057,Volkswagen Golf 1.5 TSI #1057,Volkswagen,Golf,1.5 TSI,15603,2016,61809,Petrol,Automatic,51,SW7,Dealer Site,City Motors,Dec 2026,2026-06-22,80,£357 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/1057
1058,Ford Fiesta Titanium #1058,Ford,Fiesta,Titanium,15982,2017,61946,Diesel,Manual,58,SW8,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-23,81,£358 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/1058
1059,BMW 118i Sport #1059,BMW,118i,Sport,16361,2018,62083,Hybrid,Automatic,65,SW9,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-24,82,£359 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/1059
1060,Toyota Yaris Hybrid #1060,Toyota,Yaris,Hybrid,16740,2019,62220,Electric,Manual,72,SW10,eBay,Direct Autos,Dec 2026,2026-06-25,83,£360 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/1060
1061,Audi A3 TDI Sport #1061,Audi,A3,TDI Sport,17119,2020,62357,Petrol,Automatic,79,SW11,Dealer Site,EV Specialists,Dec 2026,2026-06-26,84,£361 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/1061
1062,Nissan Leaf Tekna #1062,Nissan,Leaf,Tekna,17498,2021,62494,Diesel,Manual,86,SW12,Local Garage,AutoMart London,Dec 2026,2026-06-27,85,£362 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/1062
1063,Honda Civic i-VTEC #1063,Honda,Civic,i-VTEC,17877,2022,62631,Hybrid,Automatic,93,SW13,Partner Dealer,City Motors,Dec 2026,2026-06-28,86,£363 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/1063
1064,Mazda 3 SE-L #1064,Mazda,3,SE-L,18256,2023,62768,Electric,Manual,100,SW14,eBay,Premium Cars Ltd,Dec 2026,2026-06-01,87,£364 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/1064
1065,Volkswagen Golf 1.5 TSI #1065,Volkswagen,Golf,1.5 TSI,18635,2024,62905,Petrol,Automatic,107,SW15,Dealer Site,Green Drive Motors,Dec 2026,2026-06-02,88,£365 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/1065
1066,Ford Fiesta Titanium #1066,Ford,Fiesta,Titanium,19014,2025,63042,Diesel,Manual,114,SW16,Local Garage,Direct Autos,Dec 2026,2026-06-03,89,£366 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/1066
1067,BMW 118i Sport #1067,BMW,118i,Sport,19393,2015,63179,Hybrid,Automatic,121,SW17,Partner Dealer,EV Specialists,Dec 2026,2026-06-04,90,£367 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/1067
1068,Toyota Yaris Hybrid #1068,Toyota,Yaris,Hybrid,19772,2016,63316,Electric,Manual,128,SW18,eBay,AutoMart London,Dec 2026,2026-06-05,91,£368 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/1068
1069,Audi A3 TDI Sport #1069,Audi,A3,TDI Sport,20151,2017,63453,Petrol,Automatic,135,SW19,Dealer Site,City Motors,Dec 2026,2026-06-06,92,£369 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/1069
1070,Nissan Leaf Tekna #1070,Nissan,Leaf,Tekna,20530,2018,63590,Diesel,Manual,142,SW0,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-07,93,£370 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/1070
1071,Honda Civic i-VTEC #1071,Honda,Civic,i-VTEC,20909,2019,63727,Hybrid,Automatic,149,SW1,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-08,94,£371 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/1071
1072,Mazda 3 SE-L #1072,Mazda,3,SE-L,21288,2020,63864,Electric,Manual,6,SW2,eBay,Direct Autos,Dec 2026,2026-06-09,95,£372 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/1072
